Date,Rt,Et,Ret,Qt
95/04/10 11,0.000,0.253,0.000,0.9109
95/04/10 12,0.000,0.300,0.000,0.912
95/04/10 13,0.000,0.356,0.000,0.912
95/04/10 14,0.000,0.330,0.000,0.912
95/04/10 15,0.000,0.312,0.000,0.912
95/04/10 16,0.000,0.269,0.000,0.912
95/04/10 17,0.000,0.210,0.000,0.912
95/04/10 18,0.000,0.072,0.000,0.912
95/04/10 19,0.000,0.005,0.000,0.912
95/04/10 20,0.000,0.000,0.000,0.912
95/04/10 21,0.000,0.000,0.000,0.912
95/04/10 22,0.000,0.000,0.000,0.912
95/04/10 23,0.000,0.000,0.000,0.912
95/04/11 00,0.000,0.000,0.000,0.912
95/04/11 01,0.000,0.000,0.000,0.912
95/04/11 02,0.000,0.000,0.000,0.912
95/04/11 03,0.000,0.000,0.000,0.912
95/04/11 04,0.000,0.000,0.000,0.912
95/04/11 05,0.007,0.000,0.007,0.912
95/04/11 06,0.000,0.000,0.000,0.912
95/04/11 07,0.001,0.027,0.000,0.912
95/04/11 08,0.000,0.093,0.000,0.912
95/04/11 09,0.000,0.177,0.000,0.912
95/04/11 10,0.000,0.265,0.000,0.912
95/04/11 11,0.000,0.332,0.000,0.912
95/04/11 12,0.000,0.376,0.000,0.912
95/04/11 13,0.000,0.391,0.000,0.912
95/04/11 14,0.000,0.393,0.000,0.912
95/04/11 15,0.000,0.309,0.000,0.912
95/04/11 16,0.000,0.248,0.000,0.912
95/04/11 17,0.000,0.198,0.000,0.9041
95/04/11 18,0.000,0.098,0.000,0.903
95/04/11 19,0.000,0.015,0.000,0.903
95/04/11 20,0.000,0.000,0.000,0.903
95/04/11 21,0.000,0.000,0.000,0.903
95/04/11 22,0.000,0.000,0.000,0.903
95/04/11 23,0.000,0.000,0.000,0.903
95/04/12 00,0.000,0.000,0.000,0.903
95/04/12 01,0.000,0.000,0.000,0.903
95/04/12 02,0.000,0.000,0.000,0.903
95/04/12 03,0.000,0.000,0.000,0.903
95/04/12 04,0.000,0.000,0.000,0.903
95/04/12 05,0.000,0.000,0.000,0.903
95/04/12 06,0.007,0.000,0.007,0.903
95/04/12 07,0.000,0.052,0.000,0.903
95/04/12 08,0.000,0.125,0.000,0.903
95/04/12 09,0.000,0.187,0.000,0.903
95/04/12 10,0.000,0.254,0.000,0.903
95/04/12 11,0.000,0.307,0.000,0.8454
95/04/12 12,0.000,0.325,0.000,0.784
95/04/12 13,0.000,0.341,0.000,0.773
95/04/12 14,0.000,0.336,0.000,0.77
95/04/12 15,0.000,0.318,0.000,0.77
95/04/12 16,0.000,0.279,0.000,0.767
95/04/12 17,0.000,0.205,0.000,0.762
95/04/12 18,0.000,0.120,0.000,0.762
95/04/12 19,0.000,0.028,0.000,0.757
95/04/12 20,0.000,0.000,0.000,0.754
95/04/12 21,0.000,0.000,0.000,0.754
95/04/12 22,0.000,0.000,0.000,0.749
95/04/12 23,0.000,0.000,0.000,0.746
95/04/13 00,0.000,0.000,0.000,0.746
95/04/13 01,0.000,0.000,0.000,0.746
95/04/13 02,0.000,0.000,0.000,0.746
95/04/13 03,0.000,0.000,0.000,0.746
95/04/13 04,0.000,0.000,0.000,0.746
95/04/13 05,0.000,0.000,0.000,0.746
95/04/13 06,0.000,0.000,0.000,0.746
95/04/13 07,0.000,0.045,0.000,0.746
95/04/13 08,0.000,0.103,0.000,0.746
95/04/13 09,0.001,0.164,0.000,0.746
95/04/13 10,0.000,0.226,0.000,0.746
95/04/13 11,0.002,0.276,0.000,0.746
95/04/13 12,0.000,0.307,0.000,0.746
95/04/13 13,0.000,0.322,0.000,0.746
95/04/13 14,0.000,0.325,0.000,0.746
95/04/13 15,0.000,0.303,0.000,0.746
95/04/13 16,0.000,0.264,0.000,0.746
95/04/13 17,0.000,0.205,0.000,0.746
95/04/13 18,0.000,0.130,0.000,0.746
95/04/13 19,0.000,0.018,0.000,0.746
95/04/13 20,0.000,0.000,0.000,0.746
95/04/13 21,0.000,0.000,0.000,0.746
95/04/13 22,0.000,0.000,0.000,0.746
95/04/13 23,0.000,0.003,0.000,0.746
95/04/14 00,0.000,0.001,0.000,0.746
95/04/14 01,0.000,0.000,0.000,0.746
95/04/14 02,0.000,0.000,0.000,0.746
95/04/14 03,0.000,0.000,0.000,0.746
95/04/14 04,0.000,0.000,0.000,0.746
95/04/14 05,0.000,0.000,0.000,0.746
95/04/14 06,0.000,0.000,0.000,0.746
95/04/14 07,0.007,0.012,0.000,0.746
95/04/14 08,0.007,0.031,0.000,0.746
95/04/14 09,0.002,0.059,0.000,0.746
95/04/14 10,0.000,0.087,0.000,0.746
95/04/14 11,0.000,0.138,0.000,0.746
95/04/14 12,0.000,0.273,0.000,0.746
95/04/14 13,0.000,0.297,0.000,0.746
95/04/14 14,0.000,0.340,0.000,0.746
95/04/14 15,0.000,0.295,0.000,0.746
95/04/14 16,0.000,0.192,0.000,0.746
95/04/14 17,0.007,0.129,0.000,0.746
95/04/14 18,0.000,0.054,0.000,0.746
95/04/14 19,0.001,0.010,0.000,0.741
95/04/14 20,0.000,0.000,0.000,0.738
95/04/14 21,0.000,0.000,0.000,0.738
95/04/14 22,0.000,0.000,0.000,0.738
95/04/14 23,0.000,0.000,0.000,0.738
95/04/15 00,0.000,0.000,0.000,0.738
95/04/15 01,0.000,0.000,0.000,0.738
95/04/15 02,0.000,0.000,0.000,0.738
95/04/15 03,0.004,0.000,0.004,0.739
95/04/15 04,0.004,0.000,0.004,0.746
95/04/15 05,0.004,0.000,0.004,0.746
95/04/15 06,0.000,0.000,0.000,0.746
95/04/15 07,0.011,0.035,0.000,0.746
95/04/15 08,0.000,0.049,0.000,0.746
95/04/15 09,0.008,0.060,0.000,0.746
95/04/15 10,0.000,0.116,0.000,0.746
95/04/15 11,0.000,0.117,0.000,0.746
95/04/15 12,0.000,0.153,0.000,0.746
95/04/15 13,0.000,0.202,0.000,0.746
95/04/15 14,0.000,0.194,0.000,0.746
95/04/15 15,0.000,0.163,0.000,0.746
95/04/15 16,0.000,0.129,0.000,0.746
95/04/15 17,0.000,0.109,0.000,0.746
95/04/15 18,0.000,0.070,0.000,0.743
95/04/15 19,0.000,0.021,0.000,0.738
95/04/15 20,0.000,0.031,0.000,0.738
95/04/15 21,0.000,0.010,0.000,0.738
95/04/15 22,0.000,0.014,0.000,0.738
95/04/15 23,0.000,0.000,0.000,0.738
95/04/16 00,0.000,0.000,0.000,0.738
95/04/16 01,0.000,0.000,0.000,0.738
95/04/16 02,0.000,0.000,0.000,0.738
95/04/16 03,0.000,0.000,0.000,0.738
95/04/16 04,0.000,0.000,0.000,0.738
95/04/16 05,0.000,0.000,0.000,0.738
95/04/16 06,0.000,0.000,0.000,0.738
95/04/16 07,0.000,0.044,0.000,0.738
95/04/16 08,0.000,0.123,0.000,0.738
95/04/16 09,0.000,0.151,0.000,0.738
95/04/16 10,0.000,0.194,0.000,0.738
95/04/16 11,0.000,0.255,0.000,0.738
95/04/16 12,0.000,0.247,0.000,0.738
95/04/16 13,0.000,0.132,0.000,0.738
95/04/16 14,0.000,0.170,0.000,0.738
95/04/16 15,0.000,0.165,0.000,0.738
95/04/16 16,0.000,0.127,0.000,0.738
95/04/16 17,0.000,0.166,0.000,0.738
95/04/16 18,0.000,0.115,0.000,0.738
95/04/16 19,0.000,0.022,0.000,0.738
95/04/16 20,0.000,0.011,0.000,0.738
95/04/16 21,0.000,0.007,0.000,0.738
95/04/16 22,0.000,0.003,0.000,0.738
95/04/16 23,0.000,0.003,0.000,0.738
95/04/17 00,0.000,0.003,0.000,0.738
95/04/17 01,0.000,0.000,0.000,0.738
95/04/17 02,0.000,0.001,0.000,0.738
95/04/17 03,0.000,0.000,0.000,0.738
95/04/17 04,0.000,0.008,0.000,0.738
95/04/17 05,0.002,0.007,0.000,0.738
95/04/17 06,0.000,0.012,0.000,0.738
95/04/17 07,0.000,0.025,0.000,0.738
95/04/17 08,0.000,0.034,0.000,0.738
95/04/17 09,0.000,0.067,0.000,0.738
95/04/17 10,0.000,0.095,0.000,0.738
95/04/17 11,0.000,0.138,0.000,0.738
95/04/17 12,0.000,0.147,0.000,0.738
95/04/17 13,0.000,0.087,0.000,0.738
95/04/17 14,0.000,0.145,0.000,0.738
95/04/17 15,0.000,0.114,0.000,0.738
95/04/17 16,0.481,0.052,0.429,0.738
95/04/17 17,0.979,0.028,0.951,0.738
95/04/17 18,0.145,0.015,0.130,0.738
95/04/17 19,0.011,0.008,0.003,0.738
95/04/17 20,0.025,0.010,0.015,0.738
95/04/17 21,0.058,0.014,0.044,0.738
95/04/17 22,0.000,0.013,0.000,0.738
95/04/17 23,0.000,0.016,0.000,0.738
95/04/18 00,0.000,0.009,0.000,0.738
95/04/18 01,0.000,0.000,0.000,0.738
95/04/18 02,0.001,0.006,0.000,0.738
95/04/18 03,0.032,0.010,0.022,0.738
95/04/18 04,0.000,0.012,0.000,0.738
95/04/18 05,0.048,0.013,0.035,0.738
95/04/18 06,1.324,0.007,1.317,0.738
95/04/18 07,0.018,0.022,0.000,0.738
95/04/18 08,0.000,0.058,0.000,0.738
95/04/18 09,0.004,0.110,0.000,0.738
95/04/18 10,0.000,0.217,0.000,0.738
95/04/18 11,0.005,0.260,0.000,0.738
95/04/18 12,0.000,0.270,0.000,0.733
95/04/18 13,0.000,0.321,0.000,0.73
95/04/18 14,0.005,0.318,0.000,0.73
95/04/18 15,0.084,0.278,0.000,0.73
95/04/18 16,0.069,0.218,0.000,0.73
95/04/18 17,0.004,0.173,0.000,0.73
95/04/18 18,0.223,0.094,0.129,0.729
95/04/18 19,0.001,0.018,0.000,0.722
95/04/18 20,0.000,0.000,0.000,0.722
95/04/18 21,0.007,0.000,0.007,0.722
95/04/18 22,0.000,0.000,0.000,0.722
95/04/18 23,0.000,0.000,0.000,0.722
95/04/19 00,0.000,0.000,0.000,0.722
95/04/19 01,0.000,0.000,0.000,0.722
95/04/19 02,0.000,0.000,0.000,0.722
95/04/19 03,0.000,0.000,0.000,0.722
95/04/19 04,0.000,0.000,0.000,0.722
95/04/19 05,0.000,0.000,0.000,0.722
95/04/19 06,0.000,0.005,0.000,0.722
95/04/19 07,0.069,0.055,0.014,0.722
95/04/19 08,0.015,0.117,0.000,0.722
95/04/19 09,0.004,0.183,0.000,0.722
95/04/19 10,0.000,0.248,0.000,0.722
95/04/19 11,0.001,0.304,0.000,0.722
95/04/19 12,0.000,0.312,0.000,0.717
95/04/19 13,0.000,0.294,0.000,0.714
95/04/19 14,0.007,0.303,0.000,0.714
95/04/19 15,0.000,0.207,0.000,0.714
95/04/19 16,0.000,0.093,0.000,0.714
95/04/19 17,0.025,0.032,0.000,0.714
95/04/19 18,0.001,0.066,0.000,0.714
95/04/19 19,0.000,0.005,0.000,0.714
95/04/19 20,0.000,0.000,0.000,0.714
95/04/19 21,0.000,0.000,0.000,0.714
95/04/19 22,0.000,0.000,0.000,0.714
95/04/19 23,0.000,0.000,0.000,0.714
95/04/20 00,0.000,0.000,0.000,0.711
95/04/20 01,0.000,0.000,0.000,0.701
95/04/20 02,0.000,0.000,0.000,0.698
95/04/20 03,0.000,0.000,0.000,0.698
95/04/20 04,0.000,0.000,0.000,0.698
95/04/20 05,0.000,0.000,0.000,0.698
95/04/20 06,0.000,0.003,0.000,0.691
95/04/20 07,0.051,0.046,0.005,0.69
95/04/20 08,0.012,0.119,0.000,0.69
95/04/20 09,0.000,0.180,0.000,0.69
95/04/20 10,0.000,0.250,0.000,0.69
95/04/20 11,0.000,0.269,0.000,0.6891
95/04/20 12,0.000,0.278,0.000,0.6628
95/04/20 13,0.000,0.289,0.000,0.6307
95/04/20 14,0.000,0.132,0.000,0.6432
95/04/20 15,0.000,0.289,0.000,0.678
95/04/20 16,0.000,0.148,0.000,0.6538
95/04/20 17,0.000,0.108,0.000,0.6176
95/04/20 18,0.000,0.053,0.000,0.6231
95/04/20 19,0.000,0.012,0.000,0.6334
95/04/20 20,0.000,0.000,0.000,0.639
95/04/20 21,0.000,0.000,0.000,0.642
95/04/20 22,0.000,0.000,0.000,0.64
95/04/20 23,0.000,0.000,0.000,0.6361
95/04/21 00,0.000,0.000,0.000,0.629
95/04/21 01,0.000,0.000,0.000,0.6299
95/04/21 02,0.000,0.000,0.000,0.6299
95/04/21 03,0.000,0.000,0.000,0.629
95/04/21 04,0.000,0.000,0.000,0.629
95/04/21 05,0.000,0.000,0.000,0.629
95/04/21 06,0.000,0.008,0.000,0.629
95/04/21 07,0.027,0.032,0.000,0.629
95/04/21 08,0.011,0.110,0.000,0.624
95/04/21 09,0.000,0.159,0.000,0.621
95/04/21 10,0.007,0.222,0.000,0.621
95/04/21 11,0.000,0.234,0.000,0.621
95/04/21 12,0.000,0.265,0.000,0.6193
95/04/21 13,0.000,0.301,0.000,0.6166
95/04/21 14,0.000,0.310,0.000,0.6192
95/04/21 15,0.000,0.292,0.000,0.6201
95/04/21 16,0.000,0.240,0.000,0.623
95/04/21 17,0.000,0.207,0.000,0.621
95/04/21 18,0.000,0.171,0.000,0.621
95/04/21 19,0.000,0.079,0.000,0.621
95/04/21 20,0.000,0.035,0.000,0.6201
95/04/21 21,0.000,0.039,0.000,0.614
95/04/21 22,0.000,0.052,0.000,0.614
95/04/21 23,0.000,0.024,0.000,0.614
95/04/22 00,0.000,0.029,0.000,0.6329
95/04/22 01,0.000,0.050,0.000,0.7051
95/04/22 02,0.000,0.062,0.000,0.7101
95/04/22 03,0.000,0.066,0.000,0.6681
95/04/22 04,0.000,0.057,0.000,0.6346
95/04/22 05,0.026,0.038,0.000,0.6194
95/04/22 06,0.720,0.030,0.690,0.614
95/04/22 07,3.324,0.018,3.306,0.6111
95/04/22 08,2.807,0.018,2.789,0.6193
95/04/22 09,3.527,0.022,3.505,0.6355
95/04/22 10,3.443,0.029,3.414,0.6622
95/04/22 11,2.386,0.040,2.346,0.6974
95/04/22 12,0.400,0.069,0.331,0.752
95/04/22 13,0.266,0.035,0.231,0.877
95/04/22 14,0.057,0.045,0.012,1.1399
95/04/22 15,1.491,0.094,1.397,1.6724
95/04/22 16,0.168,0.037,0.131,2.1996
95/04/22 17,0.475,0.059,0.416,2.2191
95/04/22 18,0.280,0.028,0.252,2.5339
95/04/22 19,2.141,0.019,2.122,2.9245
95/04/22 20,0.058,0.013,0.045,2.8609
95/04/22 21,0.017,0.009,0.008,2.5674
95/04/22 22,0.138,0.007,0.131,2.3159
95/04/22 23,1.422,0.007,1.415,2.1666
95/04/23 00,0.428,0.005,0.423,2.0741
95/04/23 01,0.821,0.008,0.813,2.0318
95/04/23 02,0.007,0.009,0.000,1.9858
95/04/23 03,0.196,0.006,0.190,1.9705
95/04/23 04,0.054,0.000,0.054,1.9753
95/04/23 05,0.048,0.000,0.048,1.9764
95/04/23 06,0.108,0.009,0.099,1.9879
95/04/23 07,0.000,0.039,0.000,1.9557
95/04/23 08,0.000,0.119,0.000,1.9046
95/04/23 09,0.007,0.186,0.000,1.8571
95/04/23 10,0.007,0.220,0.000,1.8114
95/04/23 11,0.000,0.242,0.000,1.7702
95/04/23 12,0.007,0.310,0.000,1.7327
95/04/23 13,0.000,0.305,0.000,1.6768
95/04/23 14,0.000,0.250,0.000,1.6133
95/04/23 15,0.000,0.194,0.000,1.5659
95/04/23 16,0.000,0.121,0.000,1.5104
95/04/23 17,0.004,0.072,0.000,1.4592
95/04/23 18,0.000,0.046,0.000,1.4249
95/04/23 19,0.028,0.011,0.017,1.3526
95/04/23 20,0.036,0.012,0.024,1.2384
95/04/23 21,0.233,0.001,0.232,1.1742
95/04/23 22,0.403,0.000,0.403,1.2132
95/04/23 23,0.716,0.000,0.716,1.2262
95/04/24 00,0.209,0.000,0.209,1.2131
95/04/24 01,0.023,0.000,0.023,1.1894
95/04/24 02,0.008,0.000,0.008,1.173
95/04/24 03,0.000,0.000,0.000,1.151
95/04/24 04,0.000,0.000,0.000,1.1382
95/04/24 05,0.000,0.000,0.000,1.1261
95/04/24 06,0.001,0.000,0.001,1.1192
95/04/24 07,0.000,0.028,0.000,1.1102
95/04/24 08,0.000,0.067,0.000,1.0902
95/04/24 09,0.001,0.121,0.000,1.0811
95/04/24 10,0.001,0.144,0.000,1.0654
95/04/24 11,0.213,0.073,0.140,1.0586
95/04/24 12,0.967,0.051,0.916,1.0575
95/04/24 13,0.491,0.037,0.454,1.062
95/04/24 14,0.820,0.023,0.797,1.0631
95/04/24 15,1.569,0.017,1.552,1.0642
95/04/24 16,1.246,0.013,1.233,1.0811
95/04/24 17,0.068,0.009,0.059,1.0789
95/04/24 18,0.000,0.003,0.000,1.0989
95/04/24 19,0.004,0.005,0.000,1.1368
95/04/24 20,0.000,0.002,0.000,1.1871
95/04/24 21,0.038,0.000,0.038,1.2565
95/04/24 22,0.037,0.000,0.037,1.3551
95/04/24 23,0.073,0.000,0.073,1.4085
95/04/25 00,0.008,0.000,0.008,1.426
95/04/25 01,0.000,0.002,0.000,1.4799
95/04/25 02,0.004,0.003,0.001,1.5934
95/04/25 03,0.000,0.005,0.000,1.5985
95/04/25 04,0.000,0.006,0.000,1.5658
95/04/25 05,0.000,0.006,0.000,1.5126
95/04/25 06,0.030,0.008,0.023,1.4633
95/04/25 07,0.000,0.019,0.000,1.4401
95/04/25 08,0.000,0.047,0.000,1.4048
95/04/25 09,0.000,0.087,0.000,1.3772
95/04/25 10,0.004,0.183,0.000,1.3611
95/04/25 11,0.007,0.301,0.000,1.3332
95/04/25 12,0.022,0.357,0.000,1.317
95/04/25 13,0.000,0.391,0.000,1.3048
95/04/25 14,0.007,0.339,0.000,1.2889
95/04/25 15,0.000,0.340,0.000,1.2658
95/04/25 16,0.021,0.300,0.000,1.2551
95/04/25 17,0.000,0.232,0.000,1.2368
95/04/25 18,0.000,0.154,0.000,1.2215
95/04/25 19,0.000,0.072,0.000,1.1954
95/04/25 20,0.000,0.060,0.000,1.1786
95/04/25 21,0.000,0.055,0.000,1.1846
95/04/25 22,0.014,0.037,0.000,1.1882
95/04/25 23,0.014,0.029,0.000,1.1311
95/04/26 00,0.000,0.016,0.000,1.0856
95/04/26 01,0.000,0.013,0.000,1.0766
95/04/26 02,0.000,0.032,0.000,1.0665
95/04/26 03,0.014,0.032,0.000,1.0507
95/04/26 04,0.007,0.024,0.000,1.0429
95/04/26 05,0.009,0.022,0.000,1.0204
95/04/26 06,0.105,0.032,0.073,1.008
95/04/26 07,0.000,0.047,0.000,0.9946
95/04/26 08,0.391,0.042,0.349,0.984
95/04/26 09,0.286,0.049,0.237,0.9685
95/04/26 10,0.001,0.070,0.000,0.9617
95/04/26 11,0.001,0.086,0.000,0.955
95/04/26 12,0.000,0.069,0.000,0.9505
95/04/26 13,0.007,0.079,0.000,0.946
95/04/26 14,0.000,0.111,0.000,0.946
95/04/26 15,0.001,0.141,0.000,0.943
95/04/26 16,0.000,0.105,0.000,0.9472
95/04/26 17,0.000,0.110,0.000,0.9376
95/04/26 18,0.004,0.073,0.000,0.9268
95/04/26 19,0.002,0.027,0.000,0.9234
95/04/26 20,0.001,0.003,0.000,0.9202
95/04/26 21,0.000,0.000,0.000,0.9321
95/04/26 22,0.000,0.000,0.000,0.9086
95/04/26 23,0.000,0.007,0.000,0.885
95/04/27 00,0.000,0.000,0.000,0.885
95/04/27 01,0.000,0.000,0.000,0.8883
95/04/27 02,0.000,0.008,0.000,0.882
95/04/27 03,0.000,0.012,0.000,0.879
95/04/27 04,0.000,0.006,0.000,0.8691
95/04/27 05,0.000,0.000,0.000,0.863
95/04/27 06,0.000,0.000,0.000,0.8554
95/04/27 07,0.000,0.040,0.000,0.847
95/04/27 08,0.001,0.102,0.000,0.837
95/04/27 09,0.000,0.162,0.000,0.836
95/04/27 10,0.021,0.222,0.000,0.8304
95/04/27 11,0.000,0.257,0.000,0.826
95/04/27 12,0.009,0.302,0.000,0.815
95/04/27 13,0.001,0.318,0.000,0.823
95/04/27 14,0.000,0.290,0.000,0.819
95/04/27 15,0.000,0.275,0.000,0.814
95/04/27 16,0.000,0.240,0.000,0.813
95/04/27 17,0.000,0.179,0.000,0.8065
95/04/27 18,0.000,0.109,0.000,0.8021
95/04/27 19,0.002,0.031,0.000,0.794
95/04/27 20,0.000,0.005,0.000,0.793
95/04/27 21,0.000,0.006,0.000,0.788
95/04/27 22,0.000,0.009,0.000,0.781
95/04/27 23,0.000,0.005,0.000,0.778
95/04/28 00,0.000,0.006,0.000,0.777
95/04/28 01,0.000,0.015,0.000,0.77
95/04/28 02,0.000,0.018,0.000,0.768
95/04/28 03,0.000,0.018,0.000,0.77
95/04/28 04,0.000,0.017,0.000,0.763
95/04/28 05,0.000,0.013,0.000,0.761
95/04/28 06,0.000,0.015,0.000,0.758
95/04/28 07,0.010,0.025,0.000,0.752
95/04/28 08,0.000,0.055,0.000,0.747
95/04/28 09,0.000,0.092,0.000,0.746
95/04/28 10,0.013,0.138,0.000,0.739
95/04/28 11,0.014,0.172,0.000,0.738
95/04/28 12,0.007,0.215,0.000,0.738
95/04/28 13,0.000,0.208,0.000,0.736
95/04/28 14,0.000,0.312,0.000,0.742
95/04/28 15,0.000,0.273,0.000,0.74
95/04/28 16,0.000,0.204,0.000,0.738
95/04/28 17,0.000,0.133,0.000,0.735
95/04/28 18,0.000,0.071,0.000,0.735
95/04/28 19,0.007,0.039,0.000,0.733
95/04/28 20,0.000,0.001,0.000,0.729
95/04/28 21,0.000,0.000,0.000,0.724
95/04/28 22,0.000,0.000,0.000,0.722
95/04/28 23,0.000,0.000,0.000,0.722
95/04/29 00,0.000,0.008,0.000,0.72
95/04/29 01,0.000,0.014,0.000,0.722
95/04/29 02,0.000,0.015,0.000,0.721
95/04/29 03,0.000,0.013,0.000,0.718
95/04/29 04,0.000,0.010,0.000,0.717
95/04/29 05,0.011,0.006,0.005,0.715
95/04/29 06,0.001,0.012,0.000,0.712
95/04/29 07,0.001,0.020,0.000,0.709
95/04/29 08,0.000,0.042,0.000,0.706
95/04/29 09,0.000,0.103,0.000,0.706
95/04/29 10,0.000,0.122,0.000,0.706
95/04/29 11,0.000,0.107,0.000,0.706
95/04/29 12,0.000,0.058,0.000,0.706
95/04/29 13,0.000,0.073,0.000,0.708
95/04/29 14,0.000,0.061,0.000,0.714
95/04/29 15,0.007,0.035,0.000,0.734
95/04/29 16,0.127,0.016,0.112,0.724
95/04/29 17,0.105,0.010,0.095,0.6856
95/04/29 18,0.049,0.031,0.018,0.6574
95/04/29 19,0.000,0.015,0.000,0.6556
95/04/29 20,0.000,0.000,0.000,0.7004
95/04/29 21,0.000,0.000,0.000,0.758
95/04/29 22,0.000,0.000,0.000,0.715
95/04/29 23,0.000,0.000,0.000,0.6799
95/04/30 00,0.007,0.000,0.007,0.6866
95/04/30 01,0.008,0.000,0.008,0.703
95/04/30 02,0.043,0.000,0.043,0.713
95/04/30 03,0.004,0.000,0.004,0.713
95/04/30 04,0.000,0.000,0.000,0.711
95/04/30 05,0.000,0.000,0.000,0.711
95/04/30 06,0.007,0.009,0.000,0.71
95/04/30 07,0.000,0.024,0.000,0.706
95/04/30 08,0.000,0.058,0.000,0.699
95/04/30 09,0.000,0.074,0.000,0.698
95/04/30 10,0.014,0.118,0.000,0.698
95/04/30 11,0.000,0.137,0.000,0.697
95/04/30 12,0.000,0.170,0.000,0.69
95/04/30 13,0.000,0.228,0.000,0.69
95/04/30 14,0.000,0.212,0.000,0.691
95/04/30 15,0.000,0.285,0.000,0.698
95/04/30 16,0.005,0.252,0.000,0.7
95/04/30 17,0.009,0.211,0.000,0.701
95/04/30 18,0.000,0.133,0.000,0.699
95/04/30 19,0.000,0.036,0.000,0.693
95/04/30 20,0.000,0.000,0.000,0.694
95/04/30 21,0.000,0.000,0.000,0.6856
95/04/30 22,0.000,0.000,0.000,0.683
95/04/30 23,0.000,0.000,0.000,0.6876
95/05/01 00,0.000,0.000,0.000,0.725
95/05/01 01,0.000,0.000,0.000,0.746
95/05/01 02,0.000,0.000,0.000,0.742
95/05/01 03,0.014,0.000,0.014,0.724
95/05/01 04,0.004,0.000,0.004,0.701
95/05/01 05,0.007,0.000,0.007,0.6819
95/05/01 06,0.000,0.011,0.000,0.671
95/05/01 07,0.000,0.041,0.000,0.667
95/05/01 08,0.001,0.101,0.000,0.662
95/05/01 09,0.000,0.153,0.000,0.6572
95/05/01 10,0.000,0.207,0.000,0.6581
95/05/01 11,0.000,0.245,0.000,0.6546
95/05/01 12,0.000,0.230,0.000,0.6546
95/05/01 13,0.000,0.249,0.000,0.6546
95/05/01 14,0.000,0.271,0.000,0.663
95/05/01 15,0.000,0.281,0.000,0.675
95/05/01 16,0.000,0.235,0.000,0.667
95/05/01 17,0.000,0.184,0.000,0.664
95/05/01 18,0.000,0.110,0.000,0.673
95/05/01 19,0.000,0.017,0.000,0.6838
95/05/01 20,0.000,0.004,0.000,0.669
95/05/01 21,0.029,0.000,0.029,0.676
95/05/01 22,0.000,0.000,0.000,0.644
95/05/01 23,0.000,0.001,0.000,0.624
95/05/02 00,0.000,0.000,0.000,0.6381
95/05/02 01,0.000,0.000,0.000,0.644
95/05/02 02,0.000,0.000,0.000,0.644
95/05/02 03,0.000,0.000,0.000,0.649
95/05/02 04,0.000,0.000,0.000,0.652
95/05/02 05,0.000,0.000,0.000,0.652
95/05/02 06,0.000,0.013,0.000,0.651
95/05/02 07,0.093,0.071,0.022,0.644
95/05/02 08,0.000,0.104,0.000,0.644
95/05/02 09,0.007,0.204,0.000,0.644
95/05/02 10,0.000,0.290,0.000,0.639
95/05/02 11,0.000,0.325,0.000,0.64
95/05/02 12,0.000,0.379,0.000,0.6345
95/05/02 13,0.000,0.395,0.000,0.641
95/05/02 14,0.007,0.397,0.000,0.645
95/05/02 15,0.000,0.329,0.000,0.648
95/05/02 16,0.000,0.322,0.000,0.649
95/05/02 17,0.000,0.271,0.000,0.644
95/05/02 18,0.000,0.150,0.000,0.644
95/05/02 19,0.000,0.024,0.000,0.642
95/05/02 20,0.007,0.000,0.007,0.6381
95/05/02 21,0.000,0.000,0.000,0.628
95/05/02 22,0.000,0.000,0.000,0.621
95/05/02 23,0.000,0.000,0.000,0.621
95/05/03 00,0.000,0.000,0.000,0.623
95/05/03 01,0.000,0.000,0.000,0.628
95/05/03 02,0.000,0.000,0.000,0.629
95/05/03 03,0.000,0.000,0.000,0.627
95/05/03 04,0.000,0.000,0.000,0.629
95/05/03 05,0.007,0.000,0.007,0.629
95/05/03 06,0.000,0.026,0.000,0.628
95/05/03 07,0.007,0.086,0.000,0.621
95/05/03 08,0.000,0.160,0.000,0.621
95/05/03 09,0.000,0.258,0.000,0.6175
95/05/03 10,0.000,0.353,0.000,0.6149
95/05/03 11,0.000,0.424,0.000,0.614
95/05/03 12,0.000,0.445,0.000,0.614
95/05/03 13,0.000,0.468,0.000,0.614
95/05/03 14,0.000,0.471,0.000,0.6201
95/05/03 15,0.000,0.440,0.000,0.621
95/05/03 16,0.000,0.369,0.000,0.621
95/05/03 17,0.000,0.266,0.000,0.6149
95/05/03 18,0.000,0.190,0.000,0.611
95/05/03 19,0.000,0.064,0.000,0.608
95/05/03 20,0.000,0.000,0.000,0.606
95/05/03 21,0.000,0.000,0.000,0.606
95/05/03 22,0.000,0.000,0.000,0.606
95/05/03 23,0.000,0.000,0.000,0.606
95/05/04 00,0.000,0.000,0.000,0.606
95/05/04 01,0.021,0.000,0.021,0.6042
95/05/04 02,0.000,0.000,0.000,0.6042
95/05/04 03,0.000,0.000,0.000,0.606
95/05/04 04,0.000,0.000,0.000,0.606
95/05/04 05,0.000,0.000,0.000,0.606
95/05/04 06,0.000,0.023,0.000,0.6016
95/05/04 07,0.000,0.094,0.000,0.599
95/05/04 08,0.000,0.187,0.000,0.599
95/05/04 09,0.001,0.282,0.000,0.5938
95/05/04 10,0.000,0.353,0.000,0.5929
